uid,day,COVID-1,COVID-2,COVID-3,COVID-4,COVID-5,COVID-6,COVID-7,COVID-8,COVID-9,COVID-10
1ff6d7f34acb354430e7323a35ff7703,20200317,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200320,5.0,7.0,6.0,6.0,4.0,6.0,4.0,2.0,3.0,4.0
1ff6d7f34acb354430e7323a35ff7703,20200327,6.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0
1ff6d7f34acb354430e7323a35ff7703,20200331,3.0,6.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200410,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0
1ff6d7f34acb354430e7323a35ff7703,20200417,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0
1ff6d7f34acb354430e7323a35ff7703,20200421,4.0,4.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0
1ff6d7f34acb354430e7323a35ff7703,20200429,4.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0
1ff6d7f34acb354430e7323a35ff7703,20200508,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200509,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0
1ff6d7f34acb354430e7323a35ff7703,20200515,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200520,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200523,3.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0
1ff6d7f34acb354430e7323a35ff7703,20200529,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200530,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200606,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200609,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200613,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200615,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200620,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200623,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200627,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200704,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200707,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200711,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200716,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200718,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200722,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200725,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200727,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200801,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200807,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200808,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0
1ff6d7f34acb354430e7323a35ff7703,20200815,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200816,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200822,3.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200829,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200901,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200905,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200910,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200912,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200918,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200919,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20200920,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20200926,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20201001,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201003,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20201005,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201010,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0
1ff6d7f34acb354430e7323a35ff7703,20201016,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201022,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201028,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201031,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0
1ff6d7f34acb354430e7323a35ff7703,20201101,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201107,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
1ff6d7f34acb354430e7323a35ff7703,20201113,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201114,5.0,5.0,3.0,5.0,4.0,2.0,3.0,2.0,3.0,4.0
1ff6d7f34acb354430e7323a35ff7703,20201116,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201126,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201201,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201205,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20201207,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201212,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0
1ff6d7f34acb354430e7323a35ff7703,20201219,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20201222,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201226,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0
1ff6d7f34acb354430e7323a35ff7703,20201230,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20201231,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210102,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0
1ff6d7f34acb354430e7323a35ff7703,20210107,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210111,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210118,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210121,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210123,4.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20210130,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210202,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210207,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210215,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210301,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210311,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210312,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210329,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210405,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210411,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210423,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210430,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210508,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20210511,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210521,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210522,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210523,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210601,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210605,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
1ff6d7f34acb354430e7323a35ff7703,20210607,,,,,,,,,,
1ff6d7f34acb354430e7323a35ff7703,20210613,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200320,3.0,7.0,7.0,2.0,2.0,7.0,4.0,1.0,4.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200328,3.0,7.0,4.0,1.0,2.0,5.0,4.0,6.0,5.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200329,4.0,7.0,6.0,2.0,4.0,6.0,4.0,6.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200407,4.0,7.0,7.0,2.0,4.0,6.0,4.0,6.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200409,4.0,7.0,6.0,4.0,4.0,7.0,5.0,6.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200412,6.0,6.0,5.0,4.0,5.0,7.0,6.0,6.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200425,4.0,7.0,6.0,4.0,4.0,7.0,5.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200428,5.0,7.0,7.0,4.0,6.0,7.0,5.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200504,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200507,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200509,5.0,7.0,7.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200510,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200513,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200523,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200530,5.0,6.0,6.0,4.0,4.0,7.0,5.0,7.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200605,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200606,4.0,7.0,7.0,4.0,4.0,7.0,5.0,7.0,7.0,5.0
fa394f6d3d077bd5568fc3bc01580806,20200611,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200613,4.0,7.0,7.0,5.0,5.0,7.0,3.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200617,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200619,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200620,6.0,7.0,7.0,5.0,5.0,7.0,5.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200627,6.0,4.0,6.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200703,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200704,4.0,7.0,6.0,5.0,5.0,7.0,2.0,6.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200710,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200711,6.0,7.0,6.0,6.0,6.0,7.0,3.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200716,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200718,6.0,5.0,6.0,5.0,6.0,7.0,4.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200720,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200725,6.0,6.0,6.0,6.0,6.0,7.0,4.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200729,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200801,6.0,6.0,6.0,7.0,5.0,7.0,4.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200803,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200807,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200808,6.0,6.0,7.0,6.0,5.0,7.0,3.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200812,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200814,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200815,7.0,7.0,7.0,6.0,6.0,7.0,2.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200817,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200822,6.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200829,6.0,6.0,7.0,7.0,5.0,7.0,3.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200905,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,4.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200912,6.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200915,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200917,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20200919,7.0,7.0,7.0,7.0,6.0,7.0,4.0,7.0,7.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20200920,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20201003,4.0,4.0,5.0,5.0,5.0,7.0,4.0,4.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20201116,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20201126,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20201130,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20201205,7.0,6.0,7.0,6.0,6.0,7.0,2.0,5.0,5.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20201207,,,,,,,,,,
fa394f6d3d077bd5568fc3bc01580806,20201226,6.0,6.0,6.0,6.0,6.0,6.0,3.0,7.0,6.0,7.0
fa394f6d3d077bd5568fc3bc01580806,20201227,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200318,6.0,7.0,6.0,2.0,5.0,7.0,6.0,4.0,5.0,7.0
3dad5f11680b432159b65838119ab87e,20200328,6.0,6.0,6.0,3.0,6.0,6.0,4.0,4.0,4.0,7.0
3dad5f11680b432159b65838119ab87e,20200404,4.0,6.0,6.0,3.0,6.0,6.0,3.0,4.0,4.0,2.0
3dad5f11680b432159b65838119ab87e,20200408,6.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20200415,6.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20200424,7.0,6.0,5.0,4.0,6.0,6.0,4.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20200429,6.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,2.0
3dad5f11680b432159b65838119ab87e,20200508,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200512,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200519,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200523,5.0,4.0,4.0,3.0,6.0,5.0,4.0,5.0,5.0,2.0
3dad5f11680b432159b65838119ab87e,20200528,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200601,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200608,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200613,4.0,5.0,5.0,4.0,6.0,6.0,3.0,5.0,5.0,3.0
3dad5f11680b432159b65838119ab87e,20200619,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200622,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200628,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200701,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200704,6.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0
3dad5f11680b432159b65838119ab87e,20200706,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200711,6.0,5.0,3.0,2.0,6.0,5.0,4.0,4.0,4.0,1.0
3dad5f11680b432159b65838119ab87e,20200712,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200718,6.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20200724,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200725,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0
3dad5f11680b432159b65838119ab87e,20200730,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200801,4.0,4.0,5.0,5.0,6.0,6.0,3.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20200808,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200809,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200810,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200815,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200816,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200822,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200825,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200829,4.0,4.0,4.0,4.0,6.0,5.0,2.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20200903,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200905,4.0,3.0,4.0,4.0,6.0,5.0,2.0,4.0,3.0,3.0
3dad5f11680b432159b65838119ab87e,20200912,3.0,3.0,2.0,3.0,6.0,5.0,2.0,6.0,6.0,2.0
3dad5f11680b432159b65838119ab87e,20200919,5.0,3.0,4.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20200920,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20200926,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201002,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201003,5.0,4.0,4.0,3.0,6.0,4.0,2.0,7.0,7.0,3.0
3dad5f11680b432159b65838119ab87e,20201007,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201014,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201024,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201025,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201031,5.0,4.0,4.0,5.0,7.0,6.0,3.0,4.0,4.0,4.0
3dad5f11680b432159b65838119ab87e,20201104,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201107,5.0,4.0,4.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0
3dad5f11680b432159b65838119ab87e,20201114,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201120,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201122,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201125,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201128,5.0,3.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,2.0
3dad5f11680b432159b65838119ab87e,20201203,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201205,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0
3dad5f11680b432159b65838119ab87e,20201211,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201212,5.0,4.0,4.0,4.0,6.0,4.0,3.0,5.0,5.0,3.0
3dad5f11680b432159b65838119ab87e,20201217,,,,,,,,,,
3dad5f11680b432159b65838119ab87e,20201219,3.0,2.0,4.0,4.0,5.0,5.0,3.0,6.0,6.0,2.0
a23be0935798553a76b4e74cfc1740f1,20200321,6.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0
a23be0935798553a76b4e74cfc1740f1,20200327,6.0,6.0,6.0,5.0,5.0,5.0,3.0,6.0,7.0,7.0
a23be0935798553a76b4e74cfc1740f1,20200402,5.0,5.0,1.0,4.0,4.0,5.0,2.0,7.0,7.0,7.0
a23be0935798553a76b4e74cfc1740f1,20200411,5.0,4.0,4.0,4.0,4.0,5.0,1.0,7.0,7.0,7.0
a23be0935798553a76b4e74cfc1740f1,20200416,5.0,3.0,3.0,3.0,3.0,3.0,1.0,7.0,7.0,6.0
a23be0935798553a76b4e74cfc1740f1,20200422,5.0,2.0,2.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0
a23be0935798553a76b4e74cfc1740f1,20200426,3.0,3.0,1.0,3.0,4.0,3.0,1.0,7.0,7.0,6.0
a23be0935798553a76b4e74cfc1740f1,20200429,4.0,1.0,1.0,3.0,3.0,2.0,1.0,7.0,7.0,7.0
a23be0935798553a76b4e74cfc1740f1,20200509,5.0,3.0,3.0,4.0,4.0,6.0,1.0,6.0,6.0,5.0
a23be0935798553a76b4e74cfc1740f1,20200512,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200515,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200516,4.0,2.0,1.0,3.0,3.0,3.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200523,4.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200524,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200530,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200602,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200606,4.0,1.0,1.0,4.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200608,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200613,4.0,2.0,1.0,3.0,3.0,3.0,1.0,7.0,7.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200618,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200620,4.0,4.0,5.0,4.0,4.0,4.0,2.0,6.0,5.0,5.0
a23be0935798553a76b4e74cfc1740f1,20200623,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200627,4.0,4.0,2.0,3.0,4.0,4.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200701,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200704,4.0,3.0,4.0,5.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200710,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200712,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200721,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200727,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200801,4.0,1.0,2.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200808,6.0,4.0,4.0,6.0,5.0,5.0,1.0,5.0,5.0,1.0
a23be0935798553a76b4e74cfc1740f1,20200810,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200813,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200815,4.0,3.0,3.0,6.0,5.0,5.0,1.0,5.0,4.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200820,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200822,4.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200823,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200828,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200829,4.0,2.0,2.0,4.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200830,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200905,4.0,2.0,2.0,4.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200907,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200912,5.0,4.0,4.0,4.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200918,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200919,4.0,4.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20200923,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200924,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20200926,4.0,2.0,2.0,4.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201001,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201003,4.0,2.0,2.0,4.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201008,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201009,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201010,4.0,3.0,1.0,4.0,4.0,4.0,1.0,6.0,6.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201011,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201016,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201017,4.0,2.0,2.0,3.0,3.0,3.0,1.0,6.0,7.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201021,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201024,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201025,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201031,4.0,2.0,2.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201104,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201106,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201107,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201109,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201113,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201114,5.0,4.0,5.0,6.0,6.0,5.0,2.0,4.0,4.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201116,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201121,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201124,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201127,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201128,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201130,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201204,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201205,4.0,4.0,3.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0
a23be0935798553a76b4e74cfc1740f1,20201206,,,,,,,,,,
a23be0935798553a76b4e74cfc1740f1,20201215,,,,,,,,,,
